Time taken: 4.1585 seconds
         15369055 function calls (14734139 primitive calls) in 25.680 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      133    0.000    0.000    0.000    0.000 library.py:1488(_check_pystubs_once)
        1    0.000    0.000    0.000    0.000 utils.py:483(ValueItems)
      666    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 placement_types.py:662(_StridedShard)
        4    0.000    0.000    0.000    0.000 import_utils.py:1633(is_sagemaker_mp_enabled)
        1    0.000    0.000    0.000    0.000 device_mesh.py:153(DeviceMesh)
        1    0.000    0.000    0.000    0.000 __init__.py:204(Interval)
       67    0.000    0.000    0.000    0.000 __init__.py:1746(_check)
        1    0.000    0.000    0.000    0.000 modeling_utils.py:2055(get_correct_experts_implementation)
        1    0.000    0.000    0.000    0.000 logic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _qmc.py:1960(PoissonDisk)
        1    0.000    0.000    0.000    0.000 error_wrappers.py:50(ValidationError)
        1    0.000    0.000    0.000    0.000 contains.py:1(<module>)
       32    0.000    0.000    0.000    0.000 _models.py:304(__setitem__)
        1    0.000    0.000    0.000    0.000 cp775.py:1(<module>)
      195    0.000    0.000    0.000    0.000 _state.py:299(_fire_event_triggered_transitions)
        1    0.000    0.000    0.000    0.000 npu_flash_attention.py:1(<module>)
      158    0.000    0.000    0.000    0.000 _function_base_impl.py:363(iterable)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:324(_init_builtins)
        1    0.000    0.000    0.000    0.000 _cryptography.py:1(<module>)
        1    0.000    0.000    0.000    0.000 import_utils.py:1342(is_jinja_available)
        1    0.000    0.000    0.000    0.000 selecting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:389(ClientAPI)
        2    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trace.py:1(<module>)
        2    0.000    0.000    0.000    0.000 validation.py:65(_inner_deprecate_positional_args)
        1    0.000    0.000    0.000    0.000 tokenization_utils_tokenizers.py:726(_add_tokens)
        1    0.000    0.000    0.000    0.000 _snapshot_download.py:106(snapshot_download)
        2    0.000    0.000    0.000    0.000 _discriminated_union.py:34(apply_discriminator)
      186    0.000    0.000    0.000    0.000 message.py:217(is_multipart)
      806    0.000    0.000    0.000    0.000 _generate_schema.py:2587(_validators_require_validate_default)
      148    0.000    0.000    0.000    0.000 _regex_core.py:1935(make_sequence)
        1    0.000    0.000    0.000    0.000 swa_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base_server.py:28(Server)
        1    0.000    0.000    0.000    0.000 env_settings.py:151(EnvSettingsSource)
       58    0.000    0.000    0.000    0.000 _utils.py:937(classproperty)
       32    0.000    0.000    0.000    0.000 _arraypad_impl.py:471(_as_pairs)
        1    0.000    0.000    0.000    0.000 knobs.py:526(proton_knobs)
        4    0.000    0.000    0.000    0.000 _regex_core.py:3162(optimise)
       29    0.000    0.000    0.000    0.000 singleton.py:125(register)
     1561    0.000    0.000    0.000    0.000 contextlib.py:443(__enter__)
        2    0.000    0.000    0.000    0.000 stubs.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _make.py:2596(evolve)
       77    0.000    0.000    0.000    0.000 overrides.py:1644(_get_overloaded_args)
       19    0.000    0.000    0.000    0.000 _regex_core.py:1720(standardise_name)
        1    0.000    0.000    0.000    0.000 module.py:74(_WrappedHook)
       24    0.000    0.000    0.000    0.000 _config_module.py:412(__getattr__)
        1    0.000    0.000    0.000    0.000 mul.py:91(Mul)
        1    0.000    0.000    0.000    0.000 cp857.py:1(<module>)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:1249(_get_binary_io_classes)
        1    0.000    0.000    0.000    0.000 _pycryptodome.py:1(<module>)
       17    0.000    0.000    0.000    0.000 dataclasses.py:1308(asdict)
      158    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
      555    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 cp861.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'add_tokens' of 'tokenizers.Tokenizer' objects}
        1    0.000    0.000    0.000    0.000 import_utils.py:1107(is_scipy_available)
      383    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.add_docstring}
       50    0.000    0.000    0.000    0.000 parse.py:536(urlunsplit)
        8    0.000    0.000    0.000    0.000 threading.py:884(__init__)
      202    0.000    0.000    0.000    0.000 CollectionCommon.py:145(id)
        1    0.000    0.000    0.000    0.000 _polyint.py:537(BarycentricInterpolator)
      131    0.000    0.000    0.000    0.000 _namespace_utils.py:48(get_module_ns_of)
        1    0.000    0.000    0.000    0.000 meta.py:1(<module>)
        4    0.000    0.000    0.000    0.000 decorators.py:181(allow_in_graph)
       11    0.000    0.000    0.000    0.000 _utils.py:1007(_dummy_type)
        1    0.000    0.000    0.000    0.000 cp855.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pareto.py:15(Pareto)
       41    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 _guards.py:143(GuardSource)
      330    0.000    0.000    0.000    0.000 functools.py:424(_unwrap_partial)
        3    0.000    0.000    0.000    0.000 tempfile.py:153(__next__)
        1    0.000    0.000    0.000    0.000 _bsr.py:1(<module>)
       74    0.000    0.000    0.000    0.000 core_schema.py:1560(list_schema)
      223    0.000    0.000    0.000    0.000 jsonschema.py:47(_dollar_id)
        1    0.000    0.000    0.000    0.000 rank_net.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _at.py:27(_AtOp)
      479    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 metrics_context.py:1(<module>)
     81/3    0.000    0.000    0.000    0.000 configuration_utils.py:893(_encode_special_floats)
      149    0.000    0.000    0.000    0.000 enforce.py:47(_handle_special_value)
        8    0.000    0.000    0.000    0.000 utils.py:153(decorator)
       93    0.000    0.000    0.000    0.000 auto_docstring.py:2573(get_indent_level)
        1    0.000    0.000    0.000    0.000 enforce.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _zoneinfo.py:1(<module>)
    22/17    0.000    0.000    0.000    0.000 typing.py:1420(__repr__)
       52    0.000    0.000    0.000    0.000 calendar.py:104(__getitem__)
        8    0.000    0.000    0.000    0.000 random.py:126(__init__)
        1    0.000    0.000    0.000    0.000 functools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:157(AuthzAction)
        5    0.000    0.000    0.000    0.000 numbers.py:1622(__eq__)
       18    0.000    0.000    0.000    0.000 __init__.py:529(<genexpr>)
      172    0.000    0.000    0.000    0.000 _make.py:1198(_add_method_dunders_unsafe)
        5    0.000    0.000    0.000    0.000 _regex_core.py:2250(_split_common_prefix)
      203    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
        1    0.000    0.000    0.000    0.000 generalized_pareto.py:1(<module>)
       22    0.000    0.000    0.000    0.000 _compiler.py:396(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 sasreader.py:1(<module>)
        2    0.000    0.000    0.000    0.000 std.py:462(format_meter)
        1    0.000    0.000    0.000    0.000 terminal_theme.py:1(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:99(_showwarnmsg)
      198    0.000    0.000    0.000    0.000 inspect.py:2271(parse_name)
        1    0.000    0.000    0.000    0.000 indexing.py:1192(__getitem__)
    64/32    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
        1    0.000    0.000    0.000    0.000 conv_fused.py:851(ConvBnReLU3d)
        3    0.000    0.000    0.000    0.000 _decorators.py:276(bind_to_cls)
        1    0.000    0.000    0.000    0.000 remote_module.py:115(_RemoteModule)
       60    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
      177    0.000    0.000    0.000    0.000 auto_docstring.py:2585(<genexpr>)
       50    0.000    0.000    0.000    0.000 _generics.py:210(get_standard_typevars_map)
        1    0.000    0.000    0.000    0.000 _fast_enum.py:20(FastEnumMetaclass)
        1    0.000    0.000    0.000    0.000 graph.py:55(Node)
      204    0.000    0.000    0.000    0.000 textwrap.py:482(prefixed_lines)
        7    0.000    0.000    0.000    0.000 numeric.py:1493(moveaxis)
        2    0.000    0.000    0.000    0.000 modeling_utils.py:532(_load_parameter_into_model)
       48    0.000    0.000    0.000    0.000 _internal.py:653(configure_artifact_log)
       96    0.000    0.000    0.000    0.000 _generate_schema.py:219(check_decorator_fields_exist)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5760(__init__)
       51    0.000    0.000    0.000    0.000 knobs.py:75(__get__)
       93    0.000    0.000    0.000    0.000 _param_validation.py:359(__init__)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
        1    0.000    0.000    0.000    0.000 __init__.py:2857(_TritonLibrary)
        4    0.000    0.000    0.000    0.000 symbol.py:393(__xnew_cached_)
        1    0.000    0.000    0.000    0.000 expr_cat.py:1(<module>)
       26    0.000    0.000    0.000    0.000 _base.py:676(__new__)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 win.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:2001(aot_inductor)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:20(_showwarnmsg_impl)
    30/18    0.000    0.000    0.000    0.000 types.py:1228(convert_type)
        1    0.000    0.000    0.000    0.000 core.py:6735(__new__)
      188    0.000    0.000    0.000    0.000 feedparser.py:208(_pop_message)
        2    0.000    0.000    0.000    0.000 _basic.py:2996(factorial2)
       31    0.000    0.000    0.000    0.000 getlimits.py:178(__new__)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:47(ReceiveBuffer)
       87    0.000    0.000    0.000    0.000 _ops.py:1195(__str__)
        1    0.000    0.000    0.000    0.000 _text_state_params.py:11(TextStateParams)
        5    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2258(_support)
        1    0.000    0.000    0.000    0.000 __init__.py:404(ReadableSpan)
      297    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 tz.py:1552(__call__)
        1    0.000    0.000    0.000    0.000 import_utils.py:1257(is_soundfile_available)
       24    0.000    0.000    0.000    0.000 _make.py:1003(_attach_repr)
        1    0.000    0.000    0.000    0.000 base.py:3063(RunnableSequence)
       45    0.000    0.000    0.000    0.000 __init__.py:1529(info)
       19    0.000    0.000    0.000    0.000 _set_output.py:314(_wrap_method_output)
        1    0.000    0.000    0.000    0.000 docscrape.py:111(NumpyDocString)
        1    0.000    0.000    0.000    0.000 import_utils.py:995(is_flash_attn_2_available)
      253    0.000    0.000    0.000    0.000 typing_extensions.py:749(__eq__)
       64    0.000    0.000    0.000    0.000 _decoders.py:260(flush)
        1    0.000    0.000    0.000    0.000 together_ai_embedding_function.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
       56    0.000    0.000    0.000    0.000 core_schema.py:1152(datetime_schema)
        1    0.000    0.000    0.000    0.000 extension.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _content_store.py:1(<module>)
       20    0.000    0.000    0.000    0.000 _core.py:44(_detect_or_error)
      412    0.000    0.000    0.000    0.000 accelerate.py:415(<genexpr>)
        9    0.000    0.000    0.000    0.000 configuration_utils.py:373(_attn_implementation)
       11    0.000    0.000    0.000    0.000 generic.py:892(can_return_tuple)
      550    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        1    0.000    0.000    0.000    0.000 timeit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 load.py:336(Reviver)
        1    0.000    0.000    0.000    0.000 _unshard_param_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:1615(HnswIndexConfig)
        1    0.000    0.000    0.000    0.000 _space_api.py:49(SpaceHardware)
        1    0.000    0.000    0.000    0.000 _xlrd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:718(StreamContext)
      373    0.000    0.000    0.000    0.000 registration.py:71(set_base)
        1    0.000    0.000    0.000    0.000 _csc.py:1(<module>)
       38    0.000    0.000    0.000    0.000 observer.py:102(_with_args)
       32    0.000    0.000    0.000    0.000 _content.py:186(encode_request)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:37(Category)
        1    0.000    0.000    0.000    0.000 symbolic.py:45(Op)
       12    0.000    0.000    0.000    0.000 __init__.py:511(__maybe_broadcast)
        3    0.000    0.000    0.000    0.000 linear.py:13(Linear)
        1    0.000    0.000    0.000    0.000 cosine_similarity.py:1(<module>)
    66/54    0.000    0.000    0.000    0.000 typing.py:237(_type_repr)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 representer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:2372(rocm)
        1    0.000    0.000    0.000    0.000 _tanhsinh.py:1263(_direct)
      244    0.000    0.000    0.000    0.000 typing_extensions.py:241(__getattr__)
        1    0.000    0.000    0.000    0.000 continuous_bernoulli.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _weights_only_unpickler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chat_parsing_utils.py:1(<module>)
